active_power,reactive_power,v_mag_est,v_ang_est,result_f
"[0.0, 22.238791855414316, 111.04637633664902, 47.72846735511075, 7.2367738380044795, 9.690398309453528, 0.0, 0.0, 28.135389454584793, 7.290696290253226, 3.974596258805215, 4.90785987962794, 14.599978809996877, 17.7027323739673]","[0.0, 11.35366489737944, 20.557019676329702, -4.394719901544313, 1.6297154022898224, 8.90110582576844, 0.0, 0.0, 18.050534210221734, 6.641325893066096, 1.569064040573609, 1.7920022283287562, 5.922280415667025, 4.793107363979926]","[1.0599996316031255, 1.057593865789192, 1.0214264341677393, 1.0223464657686647, 1.0274618195768366, 1.0327640801405795, 1.0237346592617453, 1.0599979459833069, 1.0030956720334714, 1.000464635087073, 1.012819512270929, 1.0166129477630401, 1.0090781064162428, 0.9849369898813073]","[0.0, -0.047760477770297766, -0.2036847730765916, -0.15032494945655733, -0.12610584299932373, -0.2295820357513935, -0.20596039232161928, -0.20596037810348622, -0.23577879169428886, -0.23880060059331645, -0.23701328773906774, -0.24457906950442887, -0.24749051093144456, -0.2645369253998455]",5720.800396860065
"[0.0, 24.877710099749482, 111.03292690583356, 40.264918980199845, 6.550678982297069, 13.192418439348197, 0.0, 0.0, 25.99106508279705, 9.315309135993846, 3.781595432184463, 6.539473000490614, 13.00401913068017, 12.0117535544802]","[0.0, 11.445755819032412, 18.621932270685967, -4.613826383530756, 1.5353826032911584, 8.519404819993282, 0.0, 0.0, 19.76732617747459, 4.876391994025213, 1.4459903584035785, 1.5574929872848733, 4.854891120679172, 5.496768699352463]","[1.059999612756738, 1.0574042610403223, 1.0215028465175402, 1.0237407054124004, 1.028191401194846, 1.0290967195249114, 1.0241926149078346, 1.0599978995595631, 1.0032195048865555, 1.0007230934952605, 1.0113992854892855, 1.013016313307772, 1.0085688020481325, 0.9881487876544827]","[0.0, -0.04451564104431886, -0.19707273420747037, -0.141062191523669, -0.11868800590245747, -0.22126649578375404, -0.1937984311005514, -0.1937984178876452, -0.22209909037005537, -0.2279322374992364, -0.227331824018165, -0.23663143226073155, -0.2361667143053051, -0.24257932284495398]",5539.193607512702
"[0.0, 19.52962629473135, 94.76541325786236, 48.47978894049935, 7.1649333645201745, 10.544975431139234, 0.0, 0.0, 27.231990813832798, 10.489638397943736, 4.133941023803509, 5.677251802553299, 12.713894723482497, 14.933579554394875]","[0.0, 14.611702720362942, 15.979516515635284, -3.732659959503409, 1.634157561439854, 7.509397417654621, 0.0, 0.0, 17.774886799099, 6.583947429656184, 2.05831028113162, 1.7589477463460736, 5.658968594899345, 5.221093510030849]","[1.05999972544323, 1.058014752401943, 1.0248621336945125, 1.0228226756692502, 1.0277563012343673, 1.03000259716153, 1.0235292038639923, 1.0599986927318283, 1.002411478251121, 0.9983703548016335, 1.009819424048324, 1.0138594655153441, 1.0081043684255493, 0.9856242693499396]","[0.0, -0.03877796909078336, -0.17715662134343413, -0.13735251094436504, -0.11524833614957343, -0.21699272304039213, -0.19315154082514704, -0.19315153247834954, -0.22309190971738865, -0.22838119043412644, -0.2254866117876035, -0.23171095849952933, -0.23271820545741426, -0.2463718647036153]",5302.732484757701
"[0.0, 24.33711025227912, 91.69323373023232, 57.30612660662442, 7.77954022623767, 10.398806443809072, 0.0, 0.0, 27.9958926303627, 7.44736923980626, 3.3174038791974825, 6.012741988163708, 14.702783862089545, 15.834107728940786]","[0.0, 10.202487503934433, 16.854272236812076, -4.152227489903776, 1.5897531956350384, 6.015940427005038, 0.0, 0.0, 16.921503242277257, 4.794194915800952, 1.991890835663461, 1.6535766961480733, 6.4541471470064655, 5.503493984791681]","[1.0599997208548266, 1.0573100486889873, 1.0247892355649502, 1.0220611815824305, 1.0272033277170067, 1.0323941618676609, 1.0247312209407164, 1.05999848655584, 1.0053534853946462, 1.0034879052777814, 1.0140898807265155, 1.0153367360003698, 1.0086478851385599, 0.9864184084126759]","[0.0, -0.04338702309426812, -0.18114915676640453, -0.14609564059954208, -0.1225568161314141, -0.2258130510375006, -0.20099291610012204, -0.20099290680348306, -0.2303416772657818, -0.23398120803899228, -0.23194378527389373, -0.24187926074041674, -0.24303823084013357, -0.25608593629930426]",5538.471647249609
"[0.0, 26.01941362145072, 84.4595875644788, 39.01150780955746, 7.330022214703542, 9.542761400833681, 0.0, 0.0, 32.848111362687796, 9.238250488410257, 3.2378891848944957, 6.476594493402236, 12.052898173667577, 12.005713418589629]","[0.0, 13.328614871109165, 20.993499946207297, -3.180743306032759, 1.8157565618116174, 7.858578600108911, 0.0, 0.0, 19.01983675920594, 6.001692695216665, 1.8582842735194893, 1.9140346605220904, 6.395613987599079, 4.884587610902271]","[1.0599996969357337, 1.0576661480450682, 1.0269447001636498, 1.0240143847564158, 1.0285311692264276, 1.0279398066491026, 1.0232177767306636, 1.0599988220592373, 1.001194417115442, 0.9979137995488316, 1.0091372973351782, 1.0109562944833528, 1.0063741179646617, 0.9869528541300859]","[0.0, -0.03302421444267782, -0.15729480695694967, -0.1232014493648136, -0.10395471922228541, -0.20165610598475403, -0.18064572264826886, -0.18064571560382645, -0.21154165175483475, -0.2151877452521388, -0.21048994869136167, -0.21668118662105323, -0.21638134615234977, -0.22848354227571555]",4999.584249293631
"[0.0, 23.95065896005235, 111.82525201135711, 46.64783810203121, 6.9262401842544765, 12.536353523497157, 0.0, 0.0, 26.34357070805241, 7.666844321607247, 3.1590482854234723, 5.746980186276286, 14.439568723986946, 12.292886459627933]","[0.0, 14.269840092681717, 16.31660661923666, -3.6545264285751338, 1.8333817099892098, 6.464775933430328, 0.0, 0.0, 15.288065554889483, 5.947107405602543, 2.0187395211481025, 1.3677750324177558, 5.987221876165942, 5.011017520779728]","[1.0599996057372534, 1.0574974138803175, 1.0214318082720928, 1.0238208694438098, 1.0286135883364793, 1.0336241083719988, 1.0266707950847578, 1.05999758769826, 1.0084401710258672, 1.0054523983452526, 1.015779685819258, 1.0179789122261278, 1.0119257571585083, 0.9931739479251734]","[0.0, -0.04658979261024746, -0.2015862304566437, -0.14646041351537084, -0.12283760935334023, -0.22356711436724797, -0.19768344858410297, -0.19768343402360924, -0.22503236431692872, -0.22899539226391394, -0.2281510096181434, -0.23848796260751576, -0.23899548392944803, -0.24611308100199594]",5648.9977925682715
"[0.0, 18.67978156524459, 92.62963304405986, 44.95531468610869, 6.36508063982133, 11.13786457376286, 0.0, 0.0, 27.03923877922677, 7.947147370340533, 3.133405315131975, 7.096580306585675, 13.327572892865168, 14.69914450112132]","[0.0, 10.944820396345023, 18.903216691160388, -3.790776934028853, 1.6620228419498604, 8.998673109751318, 0.0, 0.0, 18.774952267099675, 5.036043402884954, 1.4619338541424516, 1.410846958377135, 5.4297548101850825, 5.02116151491912]","[1.0599996753238345, 1.0584068554388624, 1.0259520377245894, 1.0244780335127326, 1.0290144443661833, 1.0301148761781542, 1.0250165645058802, 1.05999851852571, 1.004658706734608, 1.002440140322649, 1.0130493786946935, 1.0133678622327704, 1.0085520450835033, 0.9876189800564065]","[0.0, -0.03510124476774756, -0.1694294565479792, -0.13022597831315214, -0.10939881996688935, -0.21078602680781894, -0.1842069780399756, -0.18420696915095217, -0.2131545026796628, -0.2174913046727631, -0.2162486575377965, -0.22776596760149576, -0.22726455797736808, -0.23811466478588644]",5115.126203320787
"[0.0, 19.014493351086227, 82.31695099284889, 44.781097710911915, 7.387071164130658, 12.682652286326705, 0.0, 0.0, 29.871167987433807, 8.236603233633573, 3.4899474183459547, 5.611858650255935, 14.018842558286854, 14.505709780217257]","[0.0, 10.752242018742939, 19.35488718374819, -4.527764331926321, 1.5001329193969188, 8.19900032166787, 0.0, 0.0, 18.731313954866298, 5.954524200660675, 1.9130619587285576, 1.8549673386137826, 5.566883580241688, 4.653589411715555]","[1.0599996885175977, 1.0584529486001597, 1.0280167515992285, 1.0241542048378383, 1.0284508034642172, 1.0281862486451905, 1.023957241678056, 1.0599987049450523, 1.0027171080476995, 0.99954299248852, 1.0100100953240463, 1.0120647308640844, 1.00632702504746, 0.9862367310289747]","[0.0, -0.03235285292024785, -0.1569315484392071, -0.1270364547098491, -0.10731782814642925, -0.21200723621151962, -0.1846144376828706, -0.18461442999573627, -0.21553940756726028, -0.21970645361643032, -0.21811959901734118, -0.2269537349501591, -0.2284970537839873, -0.24003582081114747]",5000.634992497407
"[0.0, 23.22614298990336, 100.15946217953257, 39.580467629940834, 7.28158831891072, 9.774369325133781, 0.0, 0.0, 24.09459955725184, 8.709058353247636, 3.0354851180731255, 7.025565726255476, 13.80801877168519, 13.299028592806016]","[0.0, 13.875950707291828, 22.481696867787697, -3.4638957666228536, 1.847156334162781, 8.80291234250247, 0.0, 0.0, 17.462009145446462, 5.575448668986469, 1.9817264752587276, 1.6200281717445966, 6.211656325249644, 4.856915807697591]","[1.059999659266717, 1.0580060826430118, 1.024432508414681, 1.0255415023893046, 1.0298322945188152, 1.030854333461686, 1.0261711499311381, 1.059998358654536, 1.006428701372704, 1.0032992613773635, 1.0134014350265168, 1.0136463150640136, 1.0088471114914779, 0.990115147417252]","[0.0, -0.03704360998633852, -0.17661001515357463, -0.12896559155241485, -0.10857903326282707, -0.2051664470547255, -0.1793684170326237, -0.17936840745825355, -0.20637879887685734, -0.2111893446158308, -0.20996673244637734, -0.22159346316036593, -0.2209639859666109, -0.2294624976272139]",5177.453411118498
"[0.0, 24.353031630553808, 83.81232329760087, 42.56263183772196, 8.56460814912824, 13.128184922358578, 0.0, 0.0, 27.581960491777902, 10.334478439646784, 2.9169348805520263, 5.395147299841612, 14.86332902296707, 12.225711339928047]","[0.0, 12.405903736172979, 17.74144896031449, -3.7355328118975213, 1.6191619756353495, 6.48410207516515, 0.0, 0.0, 18.32746857380666, 4.997047778889555, 1.5474596182138614, 1.4516315953567447, 5.4776933651112065, 4.816911162816965]","[1.0599996815591002, 1.057794103754943, 1.0272273736863533, 1.024351405922435, 1.0285050280475094, 1.02883389513827, 1.0250224159361618, 1.0599986032965523, 1.0048157166321234, 1.0017236003495715, 1.0120550552090097, 1.0136311510665545, 1.0075650149454194, 0.9895135304096145]","[0.0, -0.03419170912157051, -0.15921510652614063, -0.12712449448230254, -0.10787378674299074, -0.21099239605752096, -0.18282789718195397, -0.18282788929417076, -0.2126900340324383, -0.21872982825174975, -0.21674635341756832, -0.22574818244730055, -0.22703269494178593, -0.23409083141307946]",5075.688160191632
"[0.0, 18.87593757358014, 86.5107188691717, 50.9323239591841, 9.014520279836415, 9.185867145737898, 0.0, 0.0, 30.25425088771636, 9.001002726747938, 2.8971517202658568, 5.099299518236232, 14.044924830559065, 13.95211308575593]","[0.0, 12.225479929786118, 16.288939086140072, -4.234961380263177, 1.4677461897222466, 7.576410922067679, 0.0, 0.0, 18.540149533483135, 6.209157677464721, 1.9293358913245033, 1.8853917721805358, 5.326311906191964, 4.002224188392375]","[1.0599997048160872, 1.0582186260607769, 1.026732831096184, 1.023231524370995, 1.028071415116222, 1.0296462861133422, 1.0237173112300393, 1.0599986288969911, 1.002604048162983, 0.9993429301432158, 1.0108039654411947, 1.0141900437897102, 1.008171002804532, 0.9884263899145338]","[0.0, -0.035808646958659825, -0.16616894359416257, -0.13391523779306425, -0.112487240528893, -0.21087515948170074, -0.18976760124490252, -0.18976759301462132, -0.21974278918865453, -0.22320137190082212, -0.21873292928984256, -0.22539341901681129, -0.22787148918233882, -0.24170368026543734]",5171.606033751541
"[0.0, 24.47818591784304, 76.92669520701966, 47.76424452063857, 8.175503652792178, 10.090357433272198, 0.0, 0.0, 34.195636462636095, 10.115727913090439, 3.616382306739417, 6.661740991327688, 12.770041339122114, 15.740154547468595]","[0.0, 11.12487557320441, 20.533210881467156, -3.9880848342641624, 1.5095178124502988, 8.734017570235894, 0.0, 0.0, 13.657692481243576, 6.418343373634175, 1.945517366961931, 1.492065419991243, 6.20753793312041, 4.7918744523919]","[1.0599996917966303, 1.0578280109883063, 1.028642217645617, 1.0238746048365432, 1.0285866926709835, 1.0339910114931212, 1.0261057624525785, 1.0599985097240754, 1.0077412908801309, 1.003791843218394, 1.0148436843921607, 1.0172907479457487, 1.0117631604107435, 0.9903466269964519]","[0.0, -0.03582675350165205, -0.15700403180830744, -0.1334764146466059, -0.11295865509923722, -0.2185904707035325, -0.19627232486033816, -0.19627231658132116, -0.22981994744775536, -0.23377485702192502, -0.2285553339483939, -0.23525614213175675, -0.2355842395156897, -0.25278193202612326]",5179.767420193233
"[0.0, 17.833627743893828, 97.94769574234046, 55.493950639236104, 7.244974712479645, 9.929170843786105, 0.0, 0.0, 33.281753496867246, 10.174826919420672, 3.62320064880148, 5.7415710490096705, 15.118830168007232, 15.22593466773867]","[0.0, 13.367810666321745, 21.16148159641726, -4.053758269419705, 1.5450502836580267, 8.873837579778414, 0.0, 0.0, 14.744037925713936, 6.091509831471282, 1.85155750762772, 1.3982965746860962, 4.778242065859294, 5.208718639429542]","[1.0599996730730001, 1.0579353833037972, 1.0239229168641393, 1.0216083324756045, 1.0270782694979603, 1.0358168017437497, 1.0250522072874753, 1.0599980716724788, 1.0065973803737476, 1.0034085028705961, 1.0156293572468884, 1.020145034257942, 1.0134253583256225, 0.9901866522957455]","[0.0, -0.04537976589658437, -0.19145062579048625, -0.15271027590414077, -0.1280356884772541, -0.2362989878232627, -0.21420854662574398, -0.21420853428971026, -0.24702808210415467, -0.25118764843790753, -0.24612652562955262, -0.2528563387949425, -0.25511323209408665, -0.2699107850733719]",5653.654695666497
"[0.0, 23.703954601337074, 91.18601464186058, 49.298238670788244, 8.611139790911439, 12.5626617311278, 0.0, 0.0, 31.76619652586899, 7.703954556198347, 3.3821459952257755, 6.21855573273344, 12.974793217632886, 15.016885587785925]","[0.0, 10.846903953661302, 20.333465944556835, -3.73776150756156, 1.3651262713006904, 6.476210290122928, 0.0, 0.0, 19.30275861715575, 6.940356039919537, 1.5899870808061332, 1.5074811759129998, 6.192588149425691, 4.967605079721294]","[1.0599997702596076, 1.057226166627186, 1.0245713919656871, 1.0209593172734412, 1.0259204309627692, 1.0276253136382028, 1.0215006609506212, 1.059998937056011, 0.9991635712635061, 0.9960520272097987, 1.0082851867508367, 1.0109941710216948, 1.0050749323934394, 0.9827395289252254]","[0.0, -0.04138629826860423, -0.1775213445535209, -0.14149246530138823, -0.11947247666436224, -0.22604486884780728, -0.2001769824947383, -0.2001769753777166, -0.23170921426214403, -0.23487071234182086, -0.23273632706087233, -0.24186829604691076, -0.24212478045228764, -0.255766335689697]",5442.240138891231
"[0.0, 26.01352094313329, 102.49553312787783, 43.731669520002484, 8.754447302974805, 9.180509697142611, 0.0, 0.0, 26.62305987038439, 7.994343814638294, 2.993375410396346, 6.9762326886584765, 13.500314599631869, 15.942363490202764]","[0.0, 14.010845338736978, 20.97604214171195, -3.607652918856948, 1.5428368851265812, 6.629070832290603, 0.0, 0.0, 19.485371367951025, 5.343854461219589, 2.002961457357761, 1.770149532086235, 6.244641112330377, 5.931277950533601]","[1.0599996585327887, 1.0572163530998226, 1.022801124067746, 1.0227177949970214, 1.0274877954326416, 1.0294529788082192, 1.0230588227790856, 1.0599983506449517, 1.0013552373156032, 0.9991623516965745, 1.0105609292563889, 1.011408174777918, 1.0058651932218994, 0.982117854773793]","[0.0, -0.043068961993436856, -0.18785978355607308, -0.13987152469721112, -0.11799240738497424, -0.21816004504465067, -0.19345052354518344, -0.1934505125275116, -0.22222789208303897, -0.22609110304320126, -0.22385479144521594, -0.23501891801299418, -0.23486794953044143, -0.24795554274579976]",5484.978259107864
"[0.0, 23.61293310773035, 94.61876189828438, 49.79446422043491, 7.481130948148008, 12.67261624750467, 0.0, 0.0, 24.84373625327826, 10.21987390285465, 3.7394181727460736, 6.580738965050491, 12.760107338180907, 17.16050615469576]","[0.0, 10.731959569968307, 18.299113061486835, -4.5027533646578215, 1.3102058890863226, 8.88424985892615, 0.0, 0.0, 15.076513463080264, 5.217196949874891, 2.118281918031789, 1.4708943707098387, 6.439172288388079, 4.786243596414159]","[1.0599996954693398, 1.0576289649175292, 1.0248612537682427, 1.023910873098899, 1.0285649026540067, 1.0337952121756868, 1.0267772187505315, 1.059998266884797, 1.0088276156831362, 1.00548518579362, 1.0154982581721455, 1.0169955505621375, 1.0113511446305057, 0.9896979893733105]","[0.0, -0.04212001330456461, -0.18110382780454382, -0.1424853894536443, -0.12013623306972811, -0.22624345628233092, -0.1983757780579565, -0.19837576808014892, -0.22820605619759182, -0.23420502201155083, -0.2326151707550356, -0.24242347485025265, -0.24233302953716446, -0.2569881082040516]",5467.325076678724
"[0.0, 20.631204521413597, 108.36409757399603, 55.54931686108105, 7.578589193833815, 10.439098657413908, 0.0, 0.0, 24.31067794982351, 8.27154099924581, 3.217292681638006, 5.6617791381821245, 11.687148953671011, 16.587642128305237]","[0.0, 13.385325828498067, 16.141229802964215, -3.2300355946450123, 1.862034882358961, 6.570386298956118, 0.0, 0.0, 13.796967290202232, 6.856639804136317, 1.6178120402341627, 1.8301730210256684, 5.031639213420189, 5.707885764283707]","[1.059999633688423, 1.0578165984931531, 1.0221649315022379, 1.0230396734530414, 1.02840170395661, 1.0356566162697114, 1.0266094935758017, 1.0599977550293629, 1.0086916494708162, 1.005315037059938, 1.0170202619114352, 1.0197745403909864, 1.0144075428346928, 0.9899922394321818]","[0.0, -0.04660189823835009, -0.20035988819889464, -0.15020756934556576, -0.12530302165977325, -0.2225661943680525, -0.2008034365783453, -0.20080342254922623, -0.2277903526732474, -0.2313163279259694, -0.22902730529020202, -0.23689930734246145, -0.23792204676293977, -0.25324853826563704]",5670.015552909094
